Date,CRM,BAC,MCD,WMT,PFE,COST,KO,PEP,MRK,CVX,HD,MA,AVGO,PG,LLY,V,JPM,JNJ,XOM,UNH,META,TSLA,GOOG,GOOGL,NVDA,AMZN,MSFT,AAPL
2022-08-03,,,,,,,,,,,,,,,,,,,,,,,114.45738,,,,,
2022-08-04,,,,,,,,,,,,,,,,,,,,,,,115.38838,109.63738,,166.73798,,
2022-08-05,,,,,,,,,,,,,,,,,,,,,,283.6208,115.86165,109.995224,,168.25116,,
2022-08-08,,,,,,,,,,,,,,,,,,,,,,283.28842,115.70859,109.96381,,169.01335,,
2022-08-09,,,,,,,,,,,,351.97043,,,,,,,,,,289.34485,116.300865,110.71942,,170.48485,,
2022-08-10,,,,,,,,,,,,353.3045,496.2452,,,,,,,,,292.9312,116.93912,111.2919,,170.68173,,140.84999
2022-08-11,,,,,,,,,,,278.06265,353.7046,496.11188,,,,,,,,,294.52124,117.359665,111.643745,,171.84058,,141.09735
2022-08-12,,,,,,,,,,,277.64688,352.76538,495.39368,,,,,,,,,294.45016,117.39114,111.73198,,172.0012,,141.15422
2022-08-15,,,,,,,,,,,277.0004,350.50385,494.0799,,,,,,64.18491,,219.10226,292.97955,117.102104,111.63931,,172.50327,,141.08153
2022-08-16,243.80711,,,,,,,,,,277.72806,351.3777,495.41025,,,,,,64.008835,418.77393,221.92888,298.28125,117.6512,112.39946,,173.49364,,141.30751
2022-08-17,244.89351,,,146.24559,,441.6509,,,,,277.43558,352.898,496.68173,,,219.77301,,,64.1397,419.36307,224.23161,301.50623,118.36224,113.08085,,173.91995,,141.79243
2022-08-18,244.5367,,,146.87808,,442.37656,,,,97.3681,277.5523,353.13104,496.1584,,,220.3525,,,64.17207,419.80255,224.92813,302.26767,118.57246,113.27939,,173.84541,,141.97281
2022-08-19,243.04431,,229.76222,147.54059,,442.6211,,,,97.326416,277.70062,352.13504,495.02332,,199.84474,220.52115,,,64.18812,419.82617,224.09676,301.18146,118.330444,113.14901,,173.62302,,141.9736
2022-08-22,239.83073,,229.76146,147.78987,,442.50165,,,,97.22756,276.9802,349.7033,492.90646,,199.62894,219.80894,,,64.17638,419.5093,220.92534,298.37143,117.45355,112.53351,,172.90164,,141.68118
2022-08-23,239.01562,,229.68623,147.89262,,442.85812,,,,97.23482,277.31937,349.66,492.09915,,200.13277,219.02911,123.33787,158.21834,64.30105,418.81223,220.19806,301.67422,117.166084,112.4639,,172.66734,,141.42963
2022-08-24,237.56393,,229.86708,148.10742,,442.47214,,142.48975,,97.5484,277.01108,349.68274,491.6047,,200.8575,218.96292,122.2778,158.61655,64.638824,418.66513,219.28241,302.71698,117.03876,112.272514,,171.96603,,141.4538
2022-08-25,236.0719,,229.65948,148.21957,,442.5274,,142.45435,,97.6866,276.24002,348.5177,490.69894,,200.99136,218.47481,121.26494,158.60594,65.16433,418.017,217.81343,301.89935,116.61779,111.80182,160.35959,171.49574,,141.21
2022-08-26,232.21143,,229.33318,148.27461,,442.27393,,142.30498,,97.73415,275.16763,346.402,489.8465,142.24045,200.93393,217.96881,120.65661,158.27092,65.59071,417.30026,216.40244,299.32227,116.0637,111.32021,159.59506,171.44545,,140.90115
2022-08-29,227.22101,,228.90031,147.82086,,441.48557,,141.77397,,97.68191,273.25677,342.88705,487.05865,141.64244,200.39993,216.42258,119.77996,157.38773,65.596954,416.13577,213.52864,295.253,114.82267,110.34708,158.47081,170.38414,,140.29689
2022-08-30,224.93408,,228.23865,147.56404,,441.33435,,141.29675,,97.71575,272.7791,342.10318,486.04407,141.25632,199.98679,215.32123,119.35413,156.88647,65.65082,414.40155,213.50279,297.02768,114.344154,110.04502,158.09956,170.32776,,139.7788
2022-08-31,222.47517,,227.9376,147.48317,,440.52176,,140.7506,,97.9803,272.0808,341.67703,484.9379,141.06166,199.85573,215.22467,119.10318,156.81512,65.63851,413.61728,213.29573,296.4389,114.04995,109.68359,157.28654,169.53824,,139.54762
2022-09-01,220.14558,,227.37291,148.04086,,439.70975,,140.1958,,97.79899,270.46854,342.0184,483.4933,141.17455,198.58679,214.17062,119.42967,157.01427,65.58225,413.49445,213.03497,297.57205,113.49519,108.794815,156.3567,170.74585,,140.29395
2022-09-02,214.75986,,227.06639,147.93327,,441.61154,,139.24898,78.89384,97.33695,268.7869,341.16846,479.1298,140.42462,197.21913,214.8571,119.915215,156.55019,65.04565,414.5167,213.60329,291.5385,113.153175,108.35336,156.91847,166.9828,251.9706,139.15915
2022-09-06,210.6974,,226.39407,147.58018,,440.63248,,138.90262,78.678055,97.18922,269.2639,339.45053,476.70724,139.51993,197.11157,213.2113,119.57866,155.60387,64.804695,415.05716,211.43658,285.42953,112.618835,107.30653,155.36441,165.74612,249.1321,138.35472
2022-09-07,208.5624,,226.32391,147.5852,,442.63318,,138.37874,78.25595,97.34851,269.48376,339.55988,474.06204,138.8517,197.24722,212.81735,119.23715,155.42401,64.845345,415.0669,211.06458,284.48755,112.30248,106.97033,154.52539,165.47354,248.05824,137.55226
2022-09-08,206.87369,,226.39046,148.01915,,443.21292,,138.00381,78.13396,97.55666,270.04916,339.96585,472.7317,138.36769,197.77646,213.01268,119.25266,155.66866,64.95087,415.49078,210.45213,282.35223,112.21534,106.84324,153.54332,165.65984,247.946,137.21394
2022-09-09,205.48613,,226.35706,148.31735,,444.25034,,137.72488,78.05732,97.51991,270.32837,339.257,471.61572,137.78407,198.04584,212.73303,119.66914,155.67465,65.019455,415.80807,209.07622,279.3207,111.77855,106.49381,152.43329,165.6452,247.74828,136.70474
2022-09-12,204.81279,,226.37164,148.55179,,444.5944,,137.45541,77.98922,97.44459,270.08392,337.64273,470.66507,137.03976,198.0979,212.49953,120.40504,155.36061,65.16442,415.75085,207.71674,276.13147,111.14108,106.09681,151.47592,166.23354,247.27438,136.22833
